"GEO_ID","GEO_ID_F","NAME","SVY_COMP","SVY_COMP_LABEL","YEAR","AGG_DESC","AGG_DESC_LABEL","GOVTYPE","GOVTYPE_LABEL","AMOUNT","AMOUNT_FORMATTED"
"id","Geo Footnote","Geographic Area Name","Survey Component","Survey Component","Year","Aggregate Description","Meaning of Aggregate Description","Type of Government","Type of Government","Amount","Amount Formatted"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSSPSP","Elementary-secondary education school system current expenditures Support Services Pupil support per pupil","001","State and Local ","1637.9","1638"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSSPSP","Elementary-secondary education school system current expenditures Support Services Pupil support per pupil","001","State and Local ","1366.9","1367"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSSPSP","Elementary-secondary education school system current expenditures Support Services Pupil support per pupil","001","State and Local ","1383.2","1383"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSSPSP","Elementary-secondary education school system current expenditures Support Services Pupil support per pupil","001","State and Local ","1363.9","1364"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2012","CSSSAP","Elementary-secondary education school system current expenditures Support Services School administration per pupil","001","State and Local ","1057.4","1057"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSSSAP","Elementary-secondary education school system current expenditures Support Services School administration per pupil","001","State and Local ","1116.7","1117"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSSSAP","Elementary-secondary education school system current expenditures Support Services School administration per pupil","001","State and Local ","1158.3","1158"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSSSAP","Elementary-secondary education school system current expenditures Support Services School administration per pupil","001","State and Local ","1281.6","1282"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSSSAP","Elementary-secondary education school system current expenditures Support Services School administration per pupil","001","State and Local ","1072.4","1072"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSSSAP","Elementary-secondary education school system current expenditures Support Services School administration per pupil","001","State and Local ","1090.6","1091"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSSSAP","Elementary-secondary education school system current expenditures Support Services School administration per pupil","001","State and Local ","1094.3","1094"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2012","CSSTP","Elementary-secondary education school system current expenditures Support Services Total per pupil","001","State and Local ","7242.8","7243"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2013","CSSTP","Elementary-secondary education school system current expenditures Support Services Total per pupil","001","State and Local ","7494.4","7494"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2014","CSSTP","Elementary-secondary education school system current expenditures Support Services Total per pupil","001","State and Local ","7529.1","7529"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2015","CSSTP","Elementary-secondary education school system current expenditures Support Services Total per pupil","001","State and Local ","8174.4","8174"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2016","CSSTP","Elementary-secondary education school system current expenditures Support Services Total per pupil","001","State and Local ","7426.8","7427"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2017","CSSTP","Elementary-secondary education school system current expenditures Support Services Total per pupil","001","State and Local ","7638.4","7638"
"0400000US02","null","Alaska","06","Annual Survey of School System Finance","2018","CSSTP","Elementary-secondary education school system current expenditures Support Services Total per pupil","001","State and Local ","7578.6","7579"
"0400000US04","null","Arizona","06","Annual Survey of School System Finance","2012","CSFEBP","Elementary-secondary education school system current expenditures Employee benefits per pupil","001","State and Local ","1162.6","1163"
"0400000US04","null","Arizona","06","Annual Survey of School System Finance","2013","CSFEBP","Elementary-secondary education school system current expenditures Employee benefits per pupil","001","State and Local ","1265.0","1265"
